elapsedTime, numEvents, actionType, numCriticalPoints,traveledDistance, endToEndLine, largestDeviation, efficiency, a_beg_time, sum_of_angles,avgv,  sdv,  minv, maxv,avgvx, sdvx, minvx, maxvx,avgvy, sdvy, minvy, maxvy,avga,  sda,  mina, maxa,avg_omega, sd_omega, min_omega, max_omega,avg_jerk, sd_jerk, min_jerk, max_jerk,avg_curvature, sd_curvature, min_curvature, max_curvature,direction,userid
600,33,3,21,   81.11,   54.78,    0.00,    0.68,    0.01,   22.64,    0.32,    0.31,    0.02,    1.60,    0.21,    0.34,    0.01,    1.60,    0.13,    0.15,    0.01,    0.50,    0.01,    0.06,   -0.13,   -0.13,   -0.01,    0.06,   -0.16,    0.26,   -0.08,    0.10,   -0.38,    0.05,    0.04,    0.20,   -0.29,    0.56,    0.00,1
6312,521,3,287,10929.11, 1390.55,    0.00,    0.13,    0.00,  359.02,    5.47,   47.02,    0.00,  627.00,    0.49,    1.05,    0.01,    7.86,    5.09,   47.05,    0.00,  627.00,    3.13,   44.74,  -76.65,  -76.65,    0.00,    0.09,   -0.39,    0.79,    3.44,   44.29,  -11.09,  625.96,    0.06,    0.46,   -1.57,    1.57,    7.00,1
9226,266,3,177, 4102.52,  777.27,  285.79,    0.19,    0.00,  235.84,    2.66,   23.24,    0.00,  377.00,    0.49,    0.80,    0.00,    4.71,    2.37,   23.25,    0.00,  377.00,    1.33,   23.22,  -24.99,  -24.99,    0.00,    0.11,   -0.39,    1.57,    1.31,   23.07,   -1.79,  375.43,    0.03,    0.29,   -1.57,    1.57,    2.00,1
336,15,3,8,  294.72,  293.98,    1.12,    1.00,    0.07,    0.76,    2.70,    1.95,    0.13,    5.71,    2.69,    1.94,    0.13,    5.71,    0.23,    0.33,    0.11,    1.17,   -0.00,    0.18,   -0.17,   -0.17,   -0.00,    0.01,   -0.02,    0.03,   -0.01,    0.03,   -0.04,    0.08,    0.00,    0.00,   -0.01,    0.01,    0.00,1
1840,126,4,80,  644.24,  409.98,   52.52,    0.64,    0.02,   64.88,    0.65,    1.06,    0.01,    5.24,    0.58,    1.04,    0.02,    5.00,    0.18,    0.31,    0.01,    1.57,    0.00,    0.08,   -0.24,   -0.24,    0.00,    0.06,   -0.31,    0.20,   -0.05,    0.07,   -0.23,    0.06,    0.08,    0.51,   -1.57,    1.57,    3.00,1
2530,104,3,58,  863.48,  784.87,   64.66,    0.91,    0.00,   61.86,    1.06,    1.98,    0.01,    8.89,    0.96,    2.01,    0.01,    8.88,    0.21,    0.23,    0.00,    1.00,    0.01,    0.09,   -0.28,   -0.28,    0.00,    0.08,   -0.25,    0.39,   -0.07,    0.09,   -0.48,    0.06,    0.06,    0.54,   -1.57,    1.57,    4.00,1
944,75,3,47,  252.49,  206.90,   18.41,    0.82,    0.01,   84.66,    0.43,    0.41,    0.01,    1.58,    0.12,    0.15,    0.01,    0.75,    0.40,    0.39,    0.02,    1.50,    0.00,    0.04,   -0.07,   -0.07,    0.01,    0.07,   -0.22,    0.22,   -0.14,    0.08,   -0.44,    0.02,    0.01,    0.55,   -1.57,    1.57,    1.00,1
1344,90,3,47,  817.39,  461.61,   40.49,    0.56,    0.02,   48.88,    1.19,    1.89,    0.01,    9.71,    1.07,    1.79,    0.06,    8.00,    0.39,    0.70,    0.01,    5.50,    0.01,    0.17,   -0.44,   -0.44,   -0.00,    0.08,   -0.26,    0.39,   -0.06,    0.07,   -0.27,    0.17,    0.10,    0.56,   -1.57,    1.57,    7.00,1
1144,84,3,40,  463.91,  291.36,  144.01,    0.63,    0.01,   66.02,    0.71,    0.78,    0.04,    3.21,    0.45,    0.69,    0.06,    3.13,    0.40,    0.51,    0.04,    2.86,    0.00,    0.05,   -0.19,   -0.19,    0.01,    0.08,   -0.22,    0.39,   -0.09,    0.08,   -0.30,    0.02,    0.09,    0.37,   -0.79,    1.57,    3.00,1
351,23,3,16,   46.40,   46.04,    1.00,    0.99,    0.06,    0.79,    0.28,    0.17,    0.08,    0.67,    0.28,    0.17,    0.08,    0.67,    0.01,    0.03,    0.08,    0.13,    0.00,    0.03,   -0.04,   -0.04,   -0.00,    0.02,   -0.05,    0.04,   -0.00,    0.02,   -0.06,    0.04,   -0.00,    0.07,   -0.16,    0.21,    3.00,1
992,37,3,25,  114.41,  114.00,    0.96,    1.00,    0.01,    0.79,    0.40,    0.60,    0.00,    3.00,    0.40,    0.60,    0.00,    3.00,    0.00,    0.00,    0.03,    0.03,    0.00,    0.06,   -0.17,   -0.17,   -0.00,    0.01,   -0.03,    0.02,   -0.00,    0.02,   -0.10,    0.05,   -0.01,    0.18,   -0.79,    0.56,    4.00,1
3437,78,3,40,  311.98,  158.46,   10.05,    0.51,    0.00,   64.06,    0.51,    0.67,    0.00,    3.05,    0.36,    0.63,    0.00,    3.00,    0.27,    0.33,    0.00,    1.43,    0.00,    0.05,   -0.21,   -0.21,   -0.00,    0.09,   -0.22,    0.22,   -0.10,    0.08,   -0.30,    0.04,    0.18,    0.48,   -0.56,    1.57,    0.00,1
1091,79,3,42,  103.34,   92.09,    8.60,    0.89,    0.04,   64.20,    0.16,    0.11,    0.04,    0.46,    0.08,    0.08,    0.04,    0.25,    0.11,    0.10,    0.04,    0.44,    0.00,    0.02,   -0.09,   -0.09,   -0.01,    0.10,   -0.39,    0.22,   -0.10,    0.08,   -0.29,    0.01,    0.09,    0.70,   -1.57,    1.57,    2.00,1
1008,96,3,45,  588.38,  506.19,    1.22,    0.86,    0.02,   57.09,    0.80,    0.95,    0.01,    3.73,    0.68,    0.91,    0.05,    3.67,    0.32,    0.38,    0.01,    1.57,    0.01,    0.10,   -0.25,   -0.25,    0.00,    0.08,   -0.20,    0.20,   -0.07,    0.07,   -0.26,    0.15,    0.09,    0.45,   -1.57,    1.57,    0.00,1
1161,94,4,64, 1167.05, 1103.04,  125.11,    0.95,    0.02,   37.70,    1.71,    2.61,    0.01,   13.11,    1.42,    2.10,    0.01,   10.75,    0.84,    1.62,    0.01,    7.50,    0.07,    0.48,   -0.80,   -0.80,   -0.01,    0.07,   -0.52,    0.17,    0.02,    0.42,   -0.24,    3.89,    0.04,    0.43,   -1.57,    1.57,    3.00,1
1688,146,4,71, 1523.96,  918.58,  257.27,    0.60,    0.02,   68.83,    1.35,    1.76,    0.02,    9.77,    0.98,    1.10,    0.02,    4.75,    0.75,    1.47,    0.04,    9.00,    0.01,    0.14,   -0.50,   -0.50,    0.00,    0.05,   -0.22,    0.18,   -0.06,    0.06,   -0.22,    0.01,    0.03,    0.30,   -1.57,    1.57,    3.00,1
8628,618,3,348, 4635.58,  932.16,  688.48,    0.20,    0.00,  567.31,    0.95,    1.28,    0.00,   10.66,    0.41,    0.70,    0.00,    5.71,    0.78,    1.13,    0.01,    9.00,    0.00,    0.09,   -0.60,   -0.60,    0.00,    0.06,   -0.26,    0.31,   -0.11,    0.07,   -0.40,    0.11,    0.03,    0.39,   -1.57,    1.57,    7.00,1
1655,100,3,43,  241.09,  215.72,   38.58,    0.89,    0.02,   87.82,    0.30,    0.34,    0.02,    2.14,    0.13,    0.21,    0.01,    1.00,    0.24,    0.30,    0.01,    2.14,    0.00,    0.05,   -0.16,   -0.16,    0.00,    0.10,   -0.31,    0.37,   -0.11,    0.08,   -0.32,    0.00,    0.09,    0.58,   -1.57,    1.57,    5.00,1
1440,122,3,77,  459.55,  367.52,  112.27,    0.80,    0.04,  132.91,    0.48,    0.48,    0.02,    2.16,    0.19,    0.41,    0.02,    2.14,    0.36,    0.37,    0.02,    1.67,    0.00,    0.05,   -0.10,   -0.10,    0.00,    0.07,   -0.20,    0.26,   -0.13,    0.08,   -0.31,    0.03,    0.08,    0.39,   -0.79,    1.57,    5.00,1
176,19,1,11,  299.24,  298.65,    0.05,    1.00,    0.09,    4.41,    2.12,    1.70,    0.06,    5.19,    2.02,    1.64,    0.06,    5.00,    0.61,    0.49,    0.13,    1.38,    0.00,    0.14,   -0.27,   -0.27,   -0.00,    0.02,   -0.06,    0.04,   -0.03,    0.02,   -0.06,    0.02,   -0.01,    0.06,   -0.23,    0.09,    0.00,1
2608,203,3,119, 1893.03,  288.18,  332.45,    0.15,    0.00,  182.64,    2.19,    8.99,    0.00,  112.54,    0.94,    3.33,    0.04,   43.00,    1.86,    8.38,    0.00,  104.00,   -0.16,    7.37,  -80.23,  -80.23,   -0.00,    0.08,   -0.39,    0.39,   -0.62,    7.46,  -81.70,   65.32,    0.03,    0.36,   -1.57,    1.57,    4.00,1
616,20,3,11,  117.17,  111.73,    0.00,    0.95,    0.05,   11.48,    0.76,    0.72,    0.01,    2.88,    0.52,    0.48,    0.01,    1.63,    0.51,    0.58,    0.01,    2.38,    0.00,    0.07,   -0.16,   -0.16,   -0.02,    0.08,   -0.10,    0.31,   -0.08,    0.06,   -0.17,    0.00,    0.02,    0.27,   -0.39,    0.79,    0.00,1
1640,112,4,61, 3308.07,  101.91,  314.68,    0.03,    0.00,   51.51,    7.41,   48.58,    0.01,  493.00,    0.21,    0.31,    0.01,    1.60,    7.28,   48.59,    0.01,  493.00,    3.97,   47.15,  -60.24,  -60.24,    0.00,    0.13,   -0.20,    1.06,    4.36,   46.67,   -8.68,  491.51,    0.04,    0.44,   -1.57,    1.57,    5.00,1
472,18,3,8,   10.41,   10.05,    0.80,    0.97,    0.05,    0.79,    0.06,    0.06,    0.03,    0.14,    0.05,    0.06,    0.03,    0.14,    0.00,    0.02,    0.07,    0.07,    0.00,    0.01,   -0.01,   -0.01,   -0.00,    0.03,   -0.09,    0.06,   -0.01,    0.03,   -0.11,    0.00,   -0.02,    0.30,   -0.79,    0.56,    3.00,1
2041,127,3,86, 1345.76,  539.08,  447.59,    0.40,    0.01,  101.90,    1.43,    1.51,    0.00,    9.77,    0.78,    0.91,    0.01,    6.60,    1.10,    1.29,    0.00,    7.20,    0.02,    0.17,   -0.84,   -0.84,    0.00,    0.03,   -0.08,    0.20,   -0.10,    0.08,   -0.32,    0.04,    0.00,    0.24,   -1.57,    1.57,    1.00,1
1271,54,4,22,  687.96,  435.56,    0.00,    0.63,    0.29,   37.91,    1.67,    2.32,    0.01,   10.11,    0.80,    0.88,    0.02,    3.20,    1.40,    2.19,    0.01,    9.83,    0.02,    0.19,   -0.35,   -0.35,   -0.01,    0.05,   -0.22,    0.07,   -0.08,    0.06,   -0.20,    0.06,    0.04,    0.35,   -1.57,    1.57,    5.00,1
7040,435,3,277, 2746.58,  942.76,  107.12,    0.34,    0.00,  347.11,    1.01,    3.55,    0.00,   59.00,    0.37,    0.79,    0.00,    5.57,    0.76,    3.50,    0.00,   59.00,    0.22,    3.37,   -8.25,   -8.25,    0.00,    0.11,   -0.52,    1.57,    0.12,    3.22,   -1.64,   57.34,    0.04,    0.41,   -1.57,    1.57,    4.00,1
1134,108,3,56,  518.31,  302.17,  111.67,    0.58,    0.01,   53.54,    0.64,    0.55,    0.03,    2.58,    0.49,    0.48,    0.02,    2.50,    0.35,    0.36,    0.02,    1.29,    0.01,    0.07,   -0.20,   -0.20,    0.00,    0.05,   -0.11,    0.15,   -0.07,    0.07,   -0.50,    0.01,    0.00,    0.18,   -0.79,    0.56,    0.00,1
3796,73,3,35,  179.19,   98.29,    1.63,    0.55,    0.00,   60.48,    0.35,    0.50,    0.02,    2.97,    0.22,    0.42,    0.07,    2.80,    0.23,    0.32,    0.02,    2.00,    0.02,    0.15,   -0.20,   -0.20,   -0.00,    0.15,   -0.79,    0.39,   -0.10,    0.12,   -0.69,    0.20,    0.18,    0.73,   -1.57,    1.57,    3.00,1
1790,110,3,71,  810.85,  662.46,   58.19,    0.82,    0.00,   59.72,    0.97,    1.92,    0.03,    8.70,    0.87,    1.91,    0.03,    8.57,    0.22,    0.38,    0.03,    2.29,    0.01,    0.14,   -0.46,   -0.46,    0.00,    0.07,   -0.20,    0.31,   -0.07,    0.10,   -0.52,    0.11,    0.06,    0.26,   -0.56,    1.57,    7.00,1
1400,90,3,47,  468.96,  228.55,   11.73,    0.49,    0.04,   85.99,    0.67,    1.15,    0.01,    6.16,    0.31,    0.59,    0.01,    3.60,    0.57,    1.01,    0.01,    5.00,    0.01,    0.10,   -0.32,   -0.32,   -0.00,    0.08,   -0.26,    0.26,   -0.11,    0.08,   -0.39,    0.01,    0.10,    0.45,   -1.11,    1.57,    1.00,1
3384,213,3,126, 1440.73,  199.72,  114.39,    0.14,    0.00,  181.71,    1.56,    5.93,    0.00,   44.00,    0.25,    0.46,    0.00,    4.00,    1.41,    5.95,    0.01,   44.00,    0.79,    5.70,   -2.40,   -2.40,    0.01,    0.17,   -0.31,    1.57,    0.69,    5.49,   -0.32,   42.45,    0.05,    0.52,   -1.57,    1.57,    2.00,1
2801,174,4,97,  611.75,  398.56,  150.24,    0.65,    0.02,  162.86,    0.43,    0.83,    0.01,    7.03,    0.29,    0.80,    0.01,    6.50,    0.22,    0.33,    0.01,    2.67,    0.00,    0.06,   -0.41,   -0.41,   -0.00,    0.09,   -0.39,    0.31,   -0.10,    0.09,   -0.40,    0.03,    0.15,    0.53,   -1.57,    1.57,    5.00,1
1002,77,3,44,  597.70,  564.00,   38.49,    0.94,    0.01,   23.13,    1.01,    1.41,    0.01,    7.09,    0.97,    1.40,    0.01,    6.71,    0.16,    0.32,    0.09,    2.29,    0.00,    0.08,   -0.18,   -0.18,    0.00,    0.06,   -0.20,    0.20,   -0.03,    0.05,   -0.22,    0.09,    0.04,    0.31,   -0.79,    1.57,    7.00,1
1561,125,3,68,  225.48,   67.42,   42.72,    0.30,    0.01,  151.33,    0.22,    0.25,    0.01,    1.58,    0.03,    0.08,    0.05,    0.50,    0.22,    0.25,    0.01,    1.50,    0.00,    0.03,   -0.09,   -0.09,   -0.00,    0.12,   -0.39,    0.39,   -0.15,    0.09,   -0.40,    0.01,    0.28,    0.61,   -1.57,    1.57,    2.00,1
1591,46,3,19,  376.92,  292.04,    1.13,    0.77,    0.03,   30.67,    1.03,    1.40,    0.01,    6.40,    0.78,    1.27,    0.01,    6.00,    0.59,    0.67,    0.00,    2.25,    0.01,    0.14,   -0.25,   -0.25,    0.00,    0.05,   -0.14,    0.22,   -0.08,    0.06,   -0.25,    0.00,    0.02,    0.21,   -0.56,    0.56,    0.00,1
14119,292,3,174,14259.79,  660.89,  828.11,    0.05,    0.01,  218.78,   11.66,   78.66,    0.00,  684.00,    0.33,    1.07,    0.00,    6.86,   11.41,   78.69,    0.00,  684.00,    8.72,   78.63,  -51.18,  -51.18,    0.02,    0.18,   -0.25,    1.57,    9.14,   78.30,   -4.33,  683.88,    0.01,    0.50,   -1.57,    1.57,    4.00,1
1120,82,3,41,  915.75,  879.55,   15.44,    0.96,    0.01,   51.28,    1.52,    2.25,    0.05,   15.06,    1.27,    1.99,    0.09,   13.33,    0.81,    1.06,    0.05,    7.00,    0.04,    0.47,   -0.95,   -0.95,    0.00,    0.05,   -0.14,    0.26,   -0.06,    0.15,   -0.20,    1.20,    0.04,    0.29,   -0.79,    1.57,    0.00,1
6551,448,3,262, 4414.60,  677.04,   13.27,    0.15,    0.00,  293.13,    1.28,    1.94,    0.00,   14.33,    1.10,    1.89,    0.00,   12.50,    0.43,    0.67,    0.01,    7.00,    0.01,    0.16,   -0.88,   -0.88,    0.00,    0.06,   -0.26,    0.26,   -0.07,    0.08,   -0.35,    0.28,    0.07,    0.39,   -1.57,    1.57,    7.00,1
6637,248,3,126, 2336.56,  569.51,  836.65,    0.24,    0.01,  212.42,    1.18,    1.77,    0.00,   13.60,    0.63,    1.29,    0.01,   11.00,    0.88,    1.29,    0.00,    8.00,    0.01,    0.16,   -0.73,   -0.73,   -0.00,    0.06,   -0.31,    0.26,   -0.10,    0.08,   -0.28,    0.31,    0.06,    0.41,   -1.57,    1.57,    3.00,1
702,37,4,19,   49.25,   42.45,    2.00,    0.86,    0.01,   31.03,    0.15,    0.16,    0.01,    0.60,    0.03,    0.06,    0.03,    0.22,    0.14,    0.16,    0.01,    0.60,    0.00,    0.02,   -0.05,   -0.05,    0.00,    0.10,   -0.22,    0.31,   -0.08,    0.08,   -0.22,    0.00,    0.17,    0.66,   -1.57,    1.57,    5.00,1
584,25,3,9,  103.92,  101.02,    0.00,    0.97,    0.03,   19.29,    0.54,    0.63,    0.09,    2.39,    0.28,    0.32,    0.06,    1.11,    0.45,    0.56,    0.06,    2.11,    0.00,    0.05,   -0.09,   -0.09,    0.01,    0.05,   -0.14,    0.10,   -0.09,    0.06,   -0.20,    0.00,   -0.00,    0.28,   -1.11,    0.56,    6.00,1
2893,239,3,136,  958.37,  301.68,  161.43,    0.31,    0.00,  220.29,    0.56,    0.63,    0.01,    4.12,    0.25,    0.34,    0.01,    1.80,    0.43,    0.59,    0.01,    4.00,    0.02,    0.14,   -0.46,   -0.46,    0.00,    0.09,   -0.31,    0.31,   -0.12,    0.09,   -0.32,    0.15,    0.06,    0.49,   -1.57,    1.57,    2.00,1
1415,109,3,54,  410.65,  374.51,   39.89,    0.91,    0.02,   83.26,    0.52,    0.50,    0.07,    2.33,    0.30,    0.33,    0.07,    1.20,    0.37,    0.42,    0.04,    2.00,    0.01,    0.06,   -0.11,   -0.11,   -0.00,    0.08,   -0.31,    0.31,   -0.10,    0.08,   -0.33,    0.01,    0.08,    0.40,   -1.57,    1.57,    6.00,1
2637,200,3,107, 2558.48,    7.07,  309.57,    0.00,    0.01,  166.37,    0.92,    2.36,    0.01,   31.20,    0.36,    0.61,    0.02,    3.60,    0.70,    2.33,    0.01,   31.20,    0.02,    0.19,   -0.74,   -0.74,   -0.00,    0.07,   -0.31,    0.31,   -0.10,    0.09,   -0.46,    0.14,    0.08,    0.42,   -1.57,    1.57,    5.00,1
68576,1680,3,868,24887.98,  968.00,  933.85,    0.04,    0.00, 1060.87,    2.17,   26.97,    0.00,  636.00,    0.27,    0.52,    0.00,    4.29,    1.99,   26.98,    0.00,  636.00,    1.26,   26.72,  -27.60,  -27.60,    0.01,    0.12,   -0.39,    1.57,    1.22,   26.68,   -1.28,  635.88,    0.10,    0.55,   -1.57,    1.57,    4.00,1
18376,725,4,365,11424.95, 1785.40,    1.02,    0.16,    0.00,  561.86,    2.31,   13.50,    0.00,  193.00,    0.40,    0.72,    0.00,    4.75,    2.10,   13.50,    0.00,  193.00,    0.96,   12.76,  -23.67,  -23.67,    0.01,    0.10,   -0.31,    1.25,    0.92,   12.59,   -3.61,  190.98,    0.10,    0.44,   -1.57,    1.57,    7.00,1
1648,153,4,86, 1857.06, 1336.00,    0.00,    0.72,    0.08,   58.03,    1.58,    1.89,    0.01,    7.38,    1.50,    1.87,    0.01,    7.25,    0.37,    0.39,    0.06,    2.00,    0.02,    0.13,   -0.26,   -0.26,    0.00,    0.05,   -0.22,    0.20,   -0.04,    0.06,   -0.21,    0.28,    0.02,    0.32,   -1.57,    1.57,    3.00,1
9568,285,3,170, 1053.71,  556.11,   88.08,    0.53,    0.00,  137.86,    0.48,    0.79,    0.01,    5.79,    0.42,    0.77,    0.01,    5.63,    0.15,    0.25,    0.01,    1.63,    0.01,    0.06,   -0.16,   -0.16,    0.00,    0.07,   -0.22,    0.39,   -0.05,    0.07,   -0.38,    0.07,    0.07,    0.52,   -1.57,    1.57,    0.00,1
4512,273,4,147, 1356.29,   89.74,  268.10,    0.07,    0.01,  209.81,    0.66,    0.90,    0.00,    4.96,    0.43,    0.78,    0.00,    4.20,    0.38,    0.56,    0.00,    3.25,    0.01,    0.10,   -0.29,   -0.29,    0.00,    0.07,   -0.22,    0.26,   -0.09,    0.08,   -0.37,    0.38,    0.06,    0.41,   -1.57,    1.57,    3.00,1
13825,443,3,261, 1673.12,  652.13,  342.19,    0.39,    0.00,  236.83,    0.49,    0.74,    0.00,    5.61,    0.29,    0.52,    0.00,    4.25,    0.27,    0.59,    0.00,    5.60,    0.01,    0.07,   -0.35,   -0.35,    0.00,    0.06,   -0.31,    0.37,   -0.06,    0.08,   -0.32,    0.11,    0.04,    0.44,   -1.57,    1.57,    3.00,1
5097,267,3,143, 1050.62,    6.32,    0.00,    0.01,    0.00,  193.42,    0.50,    0.77,    0.00,    6.82,    0.25,    0.34,    0.00,    3.25,    0.40,    0.71,    0.00,    6.00,    0.01,    0.07,   -0.45,   -0.45,    0.00,    0.06,   -0.20,    0.52,   -0.08,    0.08,   -0.49,    0.01,    0.08,    0.47,   -1.57,    1.57,    7.00,1
680,31,3,14,   44.85,   37.58,    3.83,    0.84,    0.05,   32.80,    0.18,    0.22,    0.04,    0.81,    0.07,    0.20,    0.43,    0.78,    0.14,    0.13,    0.04,    0.50,    0.00,    0.02,   -0.06,   -0.06,    0.01,    0.13,   -0.22,    0.39,   -0.12,    0.10,   -0.38,    0.00,    0.41,    0.65,   -0.18,    1.57,    2.00,1
680,28,3,16,   28.83,   21.02,    8.18,    0.73,    0.02,   23.56,    0.13,    0.09,    0.09,    0.38,    0.05,    0.09,    0.09,    0.38,    0.09,    0.09,    0.09,    0.25,    0.00,    0.02,   -0.02,   -0.02,    0.01,    0.11,   -0.20,    0.39,   -0.11,    0.09,   -0.22,    0.02,    0.07,    0.61,   -1.57,    1.57,    6.00,1
2009,25,3,12,   25.00,   13.89,    0.50,    0.56,    0.01,    9.42,    0.10,    0.14,    0.00,    0.50,    0.07,    0.14,    0.01,    0.50,    0.03,    0.06,    0.00,    0.25,    0.00,    0.01,   -0.03,   -0.03,    0.00,    0.07,   -0.12,    0.22,   -0.03,    0.06,   -0.20,    0.00,    0.10,    0.87,   -1.57,    1.57,    3.00,1
2568,212,3,127,  621.25,  168.36,   60.63,    0.27,    0.02,  260.57,    0.37,    0.31,    0.01,    1.74,    0.10,    0.21,    0.01,    1.63,    0.34,    0.27,    0.01,    1.20,    0.00,    0.03,   -0.12,   -0.12,    0.00,    0.07,   -0.31,    0.20,   -0.15,    0.07,   -0.50,    0.00,    0.12,    0.44,   -1.57,    1.57,    1.00,1
2040,154,3,97,  279.36,  134.37,   18.08,    0.48,    0.01,  143.51,    0.23,    0.20,    0.01,    1.05,    0.10,    0.19,    0.03,    1.00,    0.15,    0.14,    0.01,    0.71,    0.00,    0.03,   -0.08,   -0.08,    0.00,    0.07,   -0.20,    0.22,   -0.11,    0.09,   -0.26,    0.06,    0.10,    0.52,   -1.57,    1.57,    6.00,1
