type_of_action,traveled_distance_pixel,elapsed_time,direction_of_movement,straightness,num_points,sum_of_angles,mean_curv,sd_curv,max_curv,min_curv,mean_omega,sd_omega,max_omega,min_omega,largest_deviation,dist_end_to_end_line,num_critical_points,mean_vx,sd_vx,max_vx,min_vx,mean_vy,sd_vy,max_vy,min_vy,mean_v,sd_v,max_v,min_v,mean_a,sd_a,max_a,min_a,mean_jerk,sd_jerk,max_jerk,min_jerk,a_beg_time,userid
3,1620.08948,3.276,0,0.938293079,61,25.76681888,0.185422066,0.950666111,3.141592654,-2.776801836,-1.492749266,16.33536214,31.41592654,-78.53981634,1033.231782,1520.118745,14,421.4200504,1575.007668,9220,-20,156.6447237,366.6523458,1680,-20,489.8977455,1604.977719,9371.80879,0,2965.876127,29797.39472,157473.94,-77533.08846,183380.0996,1771734.561,12322895.72,-3058445.704,0.05,12
1,2051.63078,2.106,4,0.52184259,39,-30.03558379,0.010410427,0.082218547,0.423375303,-0.165613974,12.88733334,102.1584364,613.8372809,-124.5220905,925.4654312,1070.62832,9,-723.8524855,2196.944852,1408.602151,-12500,-154.3375026,447.2401125,763.4408602,-1634.408602,1177.655976,2035.518754,12500,5.958245124,25910.56447,180668.3485,1085567.012,-146652.411,2876755.185,18005577.17,109058361.2,-12521918.29,0.05,12
3,487.0336401,2.917,4,0.726941972,54,-4.474223327,-0.156915614,0.583481156,1.325817664,-1.666081102,-1.098272865,22.61136393,56.34542591,-121.7157949,236.8341704,354.0451949,9,-122.0430757,343.6170689,75.75757576,-1940,-7.819631886,183.4049135,400,-700,180.6683778,365.1811534,2062.425756,0,1468.791594,9967.014046,41248.51512,-32071.92773,137868.4825,693502.6113,3523481.517,-902764.8797,0.05,12
1,622.6093343,2.137,6,0.78342443,39,-32.02359252,-0.01783814,0.340234712,0.896055385,-1.570796327,-1.837178964,23.02376899,44.37534153,-122.1275136,267.0289363,487.7673626,9,112.2440235,285.3190373,1200,-300,-234.8487364,470.0981936,61.72839506,-2700,349.9765035,494.7603335,2701.851217,0,8621.67321,43269.03299,208489.2752,-51603.91933,1097077.471,5222370.465,22438847.43,-5201863.891,0.05,12
4,66.2620289,0.983,0,0.997074007,17,0.521087859,-0.000199666,0.044751452,0.101746459,-0.080437639,-0.168235584,1.962582023,3.57500616,-6.435011088,472.0580429,66.06814664,6,62.85738529,75.9949985,240,0,2.614379085,6.011473217,20,0,63.06124446,76.09328869,240,0,124.8720928,1441.887839,3753.283582,-1479.966832,2263.898125,33537.94741,71510.11608,-61954.74479,0,12
1,796.5910199,3.151,0,0.963942359,60,7.101921182,-0.049121144,1.159197098,2.980717376,-3.887522571,-0.890232239,22.87862108,79.4857967,-109.9557429,1239.368243,767.8678272,6,206.2267143,732.6146658,4380,-80,55.22823189,208.4246138,1200,-20,223.04835,758.8496088,4541.409473,0.030077902,4485.897924,37988.36084,281775.3118,-27501.09871,705394.6851,6199639.144,47104774.62,-6185528.21,0.144,12
4,324.1331855,1.544,0,0.999665276,25,0.133136328,-0.000321421,0.002001042,0.002214024,-0.00832102,0,0.384331473,1.331363276,-1.331363276,1349.353963,324.0246904,17,183.7781209,231.9346052,700,-136.3636364,2.666666667,9.412363815,40,0,194.7760021,222.2154877,700,0,-191.796007,1883.631765,5086.684693,-4817.758068,-1531.857248,39212.7675,72000,-94074.11939,0,12
3,1621.866076,13.946,3,0.822842983,281,44.61613178,0.201251081,0.815500461,3.141592654,-1.570796327,-0.801439652,53.21742374,625.4621649,-523.5987756,1191.270899,1334.54112,18,-153.3949431,817.3447553,0,-11500,1.947375805,179.9233686,980,-1200,175.1309893,832.6084469,11503.91238,0,6239.739123,64468.92341,942861.8557,-106531.3074,664003.8468,6685848.661,95677502.89,-11163757.05,0.01,12
1,1282.481994,2.465,7,0.45953569,45,2.589712092,0.079835023,1.1308061,5.497787144,-1.666081102,-2.056801402,34.05670896,113.7223354,-157.2591657,685.7411944,589.346248,13,152.6945764,998.507177,4060,-2100,-94.41701207,446.5009288,600,-1700,519.027166,973.8792093,4328.232896,1.005025126,4593.759048,37855.34471,235243.5486,-51315.93914,501477.4985,3706674.677,23610090.91,-5363426.666,0.144,12
4,231.2120473,0.905,7,0.999316899,18,-0.281679317,2.29E-05,0.003537944,0.0050293,-0.010033637,0.061340282,0.891400229,1.851640207,-2.837941092,876.4007847,231.0541062,7,222.8498071,267.2173902,900,-4.273504274,-4.872324484,10.7151424,0,-40,223.549447,266.8284434,900,0,1053.382921,8939.815535,31925.52853,-10800,123329.6747,739911.5333,2854834.522,-854510.5706,0.05,12
1,626.0469049,6.474,3,0.471048232,119,21.14041848,0.014470768,0.753437221,3.141592654,-2.35619449,-0.847563506,17.60830536,65.49609989,-48.68992318,289.540508,294.8982876,29,-53.63452207,245.9671717,200,-2200,22.38952748,121.0982342,700,-220,97.9238019,262.3894827,2202.271555,0.168293504,1022.752735,11422.03527,111625.0049,-38708.76547,99469.70604,1068703.783,10651979.91,-3006675.408,0.05,12
4,428.6172484,4.025,0,0.993918385,72,-0.893524797,-0.033188816,0.219394875,0.207349514,-1.405647649,-0.868834309,6.754520592,15.70796327,-46.3647609,917.392745,426.0105632,32,91.9781002,142.5995203,680,-2.012072435,0.331189842,11.81038922,60,-40,92.60203209,142.6737949,682.6419266,0,-16.75357813,1762.319681,7079.569892,-5708.970043,-894.5923918,49729.50157,187106.2835,-230638.0507,0.05,12
3,816.8802841,1.124,4,0.980226613,24,4.061772266,0.012373892,0.947495054,1.987144918,-2.602576378,27.08930286,194.2836917,613.429536,-314.1592654,1068.99499,800.7277939,8,-1015.258111,1708.060306,8.547008547,-6600,-419.9230975,862.0097226,26.66666667,-3000,1116.845927,1901.780609,7249.827584,0,42847.77667,152173.0111,578711.8489,-84610.02643,4529123.848,15650805.6,58819969.17,-10532435.33,0.05,12
3,1724.441026,8.112,0,0.2419308,158,2.468712218,0.110313997,1.547127684,5.819537698,-4.71238898,2.324773778,54.43765899,620.0044075,-110.8247608,1303.04889,417.1953979,25,-2.969058707,1452.310953,13200,-9600,55.33397611,431.2078364,3700,-1400,321.8598755,1480.994139,13708.75633,0,10747.77714,96146.1134,926039.548,-244575.1265,1054025.786,9283850.733,92772920.43,-21734518.17,0.103,12
1,4084.688939,21.887,0,0.133615195,415,186.8288263,0.025758841,0.60295747,3.141592654,-2.677945045,-0.588817847,22.05251836,76.78561033,-130.8996939,1203.203118,545.776511,73,-1.171971811,471.1089624,3774.193548,-3200,10.61643897,258.1825961,2100,-2900,228.2949303,486.1544868,3838.363287,1.481481481,4972.382529,32314.37372,295673.036,-56199.05549,509403.1187,3258963.531,29628414.71,-7025264.147,0.143,12
4,371.0170419,2.918,5,0.09740421,58,-3.206932192,-0.066680245,0.484196009,0.207349514,-3.141592654,2.691614654,23.55685257,157.0796327,-62.83185307,1373.378321,36.138622,24,-5.723878231,24.63765135,50,-100,47.31921734,374.8340599,2300,-540,168.0978275,337.9509182,2300,0,5619.223332,29876.14819,207333.3333,-21838.36374,595271.41,3073653.263,20857777.78,-2464211.796,0.144,12
3,2175.257477,9.251,4,0.303136751,180,20.96225047,-0.03271279,0.964575046,5.497787144,-3.887522571,1.013669663,29.51834012,314.1592654,-116.1359117,1377.546757,659.4004853,31,-111.0046076,748.8687743,2025.641026,-6500,-36.40908719,345.3182458,2100,-2800,291.8844696,779.5516686,6500,0,6742.746686,59532.81357,650000,-92000,680091.8936,6024931.767,65000000,-14840000,0.01,12
3,70,0.297,0,1,9,21.99114858,0.064114136,0.064114136,0.448798951,0,0,157.0796327,314.1592654,-314.1592654,723,70,6,-329.7306397,450.4237763,0,-1400,0,0,0,0,329.7306397,450.4237763,1400,0,18919.68549,46727.76603,113333.3333,-26800,1834375.014,4811725.898,11537777.78,-2802666.667,0.01,12
3,537.3110234,1.279,3,0.910833079,24,31.51109509,-0.102136084,0.313900813,0.207349514,-1.107148718,0.323168157,9.913103565,25.99670033,-22.14297436,174.5706699,489.4006539,14,-257.6689188,570.2978719,333.3333333,-1680,109.3783287,311.8615762,1382.978723,0,362.876903,603.769648,2152.120034,0,3466.052457,14650.79953,53888.88889,-11499.67164,619324.8889,2120981.095,8998148.148,-1203111.111,0.094,12
1,403.0551162,3.588,7,0.258613045,62,-5.031860806,0.245447124,1.066240545,6.11803663,-1.570796327,-0.468526409,29.1439796,122.3607326,-119.2286951,104.7054009,104.2353107,8,22.78458756,213.1311612,1060,-320,-5.176033123,43.80282286,138.2978723,-140,105.6787221,190.7177265,1060,2.398548939,78.54891543,3270.605674,17428.76383,-11952.78314,65.61736584,89881.4997,367830.2868,-341853.485,0.143,12
3,803.0097373,1.217,7,0.730978638,22,5.432537764,-0.005603696,0.16509575,0.528447149,-0.463647609,-4.979347562,43.32203531,116.7377907,-157.0796327,495.2494669,586.982964,8,333.4889752,1014.401647,4473.11828,-376.344086,-150.4974615,239.2268756,60,-1064.516129,479.0502036,990.7110422,4598.041076,0,-1451.706061,21996.1471,37756.93397,-84413.6366,-36197.07742,637883.77,1101161.526,-2443411.411,0.05,12
3,581.7688448,0.936,3,0.947459334,17,-1.38560955,0.028257835,0.163983006,0.553574359,-0.160738292,2.529806239,21.77599014,49.70827871,-63.29243126,291.0074823,551.2023222,5,-511.7373813,673.9953511,0,-2000,247.1909478,485.8416414,1540,-120,598.9425938,806.2809067,2524.202844,0,764.8929709,14068.13502,50484.05689,-14520.41402,9972.896479,373530.245,1009681.138,-963293.5157,0.05,12
3,1082.445872,1.607,3,0.103617744,33,-21.09108398,-0.002864235,0.078312713,0.143891222,-0.335451374,3.797055535,38.32173667,157.0796327,-122.2681407,334.8591242,112.1605991,11,-3.578333604,755.7238752,1900,-1680,-92.61429081,579.985177,1480,-2000,645.1443543,688.7699473,2758.622845,0,4553.076201,30567.87685,140739.1493,-43595.90209,472918.1707,2812082.772,12636434.77,-3949167.858,0.104,12
3,405.5601854,1.311,7,0.967526217,23,-10.39717182,-0.064034954,0.197632146,0.207349514,-0.503077572,-3.120961163,16.12362464,15.70796327,-71.14591257,230.2886776,392.390112,5,273.6470253,449.0942931,1560,-15.15151515,-144.1431159,282.3413327,0,-1160,322.7166285,521.6749558,1944.016461,0,-2238.285017,28532.16806,48455.96396,-114781.5441,-514363.3551,3601995.997,2427326.159,-16323750.81,0.05,12
3,7101.618339,71.23,3,0.08384381,1348,461.2871473,0.187597903,1.014822262,6.141288253,-3.887522571,1.225880195,37.31134552,614.1288253,-614.1288253,666.9888583,595.4267377,199,-13.98803617,382.1330246,4700,-4900,3.828989669,82.64420678,600,-900,129.1307432,369.2788172,4901.020302,0,3466.182746,32386.62123,548954.6744,-299406.4056,365766.3965,4572112.514,91842842.34,-84836108,0.01,12
1,606.3862122,5.585,7,0.700337774,108,-5.836758615,0.224004685,0.759539974,3.141592654,-1.570796327,1.264448763,18.93255427,72.66423407,-45.31069206,88.23920645,424.67517,19,88.57030432,311.392339,2700,-100,-73.89157941,311.4352722,240,-2700,152.6419457,428.6903285,3818.376618,2.369668246,4129.522887,31167.66769,282587.4168,-60223.18351,419628.3389,3174031.118,28630165.44,-6856212.007,0.05,12
4,110.8200469,1.545,2,0.984858897,30,39.98666434,0.380322776,0.787210961,1.570796327,-1.570796327,-2.354046478,32.8493139,71.39983304,-157.0796327,216.6411007,109.1421092,3,-15.59617971,22.56584876,0,-80,59.98020723,78.53868657,240,-0.371609067,62.85010627,80.99837773,252.9822128,0,59.21563919,819.1979092,2550.754611,-1663.166644,2842.865029,25853.44473,93914.35011,-49464.04069,0,12
3,394.2517874,1.217,4,0.988828506,24,-34.12609369,0.17919324,1.422938355,5.497787144,-2.35619449,32.96776954,189.2122396,916.2978573,-94.24777961,153.8627655,389.847406,6,-221.4374224,398.3816099,0,-1414.893617,-195.3678218,318.4184011,0,-1138.297872,300.6583735,506.58489,1815.942178,0,3727.908644,21906.16988,95746.52879,-21034.86502,491351.7104,2283822.469,9812831.498,-2173862.347,0.094,12
3,727.5683526,2.605,7,0.626675909,50,-23.07009057,-0.196351671,0.605456714,0.785398163,-1.570796327,-2.261008757,21.08464191,30.00762865,-132.5817664,619.0158421,455.9495586,7,176.7332043,351.182914,1559.139785,-20,-104.0267656,602.1171456,900,-3400,324.3128029,648.2094282,3640.054945,0,7583.616492,44351.59927,285873.7618,-31335.60275,832414.2947,4573882.018,28859572.14,-3405151.014,0.093,12
3,41.06225775,0.297,0,0.998780767,7,0.124354995,-0.001889332,0.014448697,0.015424339,-0.024870999,-1.539633266,4.803246589,1.658066594,-12.43549945,842.8225172,41.01219331,3,140.2306913,168.6616731,500,0,1.904761905,4.979170521,13.33333333,0,140.3492775,168.6179875,500,0,6025.735091,16205.45323,39250.323,-3168.854685,594213.159,1655247.76,3995036.607,-451267.8477,0.05,12
3,195.9799233,1.248,4,0.79130873,27,-0.038159701,0.065708037,0.830513458,2.012735548,-1.464480223,-5.622731633,35.36137754,62.83185307,-122.4596927,777.3375986,155.0806242,2,-199.8634081,599.4540561,120,-3000,3.096882193,63.00754984,300,-100,228.4083024,591.7432654,3014.962686,0,7762.920471,50445.61292,250620.5703,-47075.03352,769484.0788,5128603.994,25250604.51,-5953912.076,0.05,12
3,2224.101807,16.598,3,0.275952606,323,119.1578633,0.001314223,0.902814354,3.141592654,-4.71238898,0.221712603,20.96555777,189.2546881,-109.9557429,681.5156913,613.7466904,43,-55.1896409,620.6858462,1400,-7500,33.39904182,234.0343283,1800,-2200,193.7423294,637.5272484,7595.393341,0,5439.343018,43981.93763,572975.4303,-106195.724,554881.2794,4489183.001,57900597.15,-13583423.09,0.06,12
3,999.2855761,7.659,7,0.508171084,151,1.663108705,0.190510163,0.9652152,5.662935821,-0.982793723,2.354546289,52.23086341,566.2935821,-122.4219569,260.1396414,507.8080346,18,56.81620032,437.1487084,3600,-400,-41.25836526,168.9316957,140,-1060,137.9578169,453.1521357,3720.698859,0,1607.87455,12629.16537,89473.92469,-35319.39918,197668.668,1471279.509,13063183.05,-1710032.417,0.06,12
3,1812.401594,6.692,3,0.349711565,130,20.51807051,0.021454383,0.676205976,2.910501986,-3.926990817,0.273715336,18.05496237,58.21003973,-111.1903056,367.1244339,633.8177972,26,-38.52924971,928.3976521,5900,-5000,68.11727214,469.3690731,3300,-800,351.4182344,981.3457713,6530.696747,0,9002.204564,70155.99503,530443.7957,-120213.9349,897961.0806,7122777.514,53282367.19,-11963133.43,0.05,12
1,761.3863665,4.883,7,0.649067649,94,24.04744869,0.05912066,0.729170816,3.747942832,-3.141592654,-1.691336003,23.80776678,106.0078317,-130.8996939,320.4508321,494.1912585,18,103.8629687,327.9701912,1740,-320,-44.18737993,161.1750407,300,-860,169.0850535,342.5657185,1816.039647,1.484780995,1896.45009,21819.05672,182777.7778,-85043.89007,156100.7992,4283213.791,30581998.56,-26782166.78,0.05,12
3,1589.241333,1.857,7,0.904926361,33,-31.04098425,-0.070691184,0.654086205,1.570796327,-1.570796327,5.406783744,37.32777943,211.1215827,-14.88147051,1026.619421,1438.146376,6,311.0235494,1474.631401,7161.290332,-2530.303037,-184.129535,616.5053508,439.3939406,-3483.870972,579.6031217,1528.556474,7963.757667,0,-2458.357229,23492.16035,85628.97407,-91799.5281,-36333.24964,683705.7065,920742.4021,-3548570.043,0.094,15
1,1854.467018,1.201,3,0.918012952,24,0.574423884,0.027256958,0.085894578,0.314058847,-0.085083813,2.342623453,31.32311279,73.78150601,-116.6836425,1329.311332,1702.424741,9,-1288.985405,1775.476973,160,-5620,231.5065912,666.9338231,1420,-1200,1466.254771,1767.621003,5755.171587,33.89830499,3678.579006,31121.39729,93137.64957,-67651.24985,339398.0484,2138563.541,9426419.724,-2317525.667,0.05,15
3,941.1242245,1.357,7,0.944588044,25,-14.82431189,-0.035925347,0.096917705,0.027424874,-0.41822433,-1.695994658,7.448878577,15.70796327,-20.3150892,708.3621242,888.9746903,5,576.8630057,1102.093066,3860,0,-117.1545146,189.4793788,308.5106382,-800,633.1885635,1091.578646,3871.640479,0,841.0380812,15913.41172,51497.36485,-30915.37567,147740.3845,1073164.044,4910629.292,-1338722.602,0.05,15
3,1716.141085,2.449,3,0.534123211,45,32.4419445,0.083028825,0.50140003,1.570796327,-1.492385988,-2.337157896,26.68996101,82.29751588,-78.53981634,712.7777172,916.6307872,16,-315.5317915,983.9086837,2780,-2880,1.2472808,286.8422956,700,-837.8378399,662.3948045,834.1051379,2963.848849,0,1376.442495,17607.12131,58367.88608,-47203.89107,79689.8644,831153.2043,4445426.359,-1211664.451,0.094,15
3,675.9563381,4.025,5,0.131823126,77,1.893644261,-0.065310637,0.486650864,1.570796327,-1.768191887,-1.477368813,10.77187691,60.06639628,-40.32528241,141.942224,89.10667764,11,-5.502469398,309.5993523,1480,-1193.54839,-2.087299942,428.2440441,2166.666667,-2220,161.3293802,502.5616094,2460.081299,0,3901.108411,40596.02338,342108.5871,-42019.12886,654065.068,6638220.946,57222922.11,-7682554.319,0.05,15
3,369.4739373,8.455,2,0.617526728,168,37.17549383,0.065749082,0.151284147,1.570796327,-0.243747207,-0.61043319,10.64702811,55.4140273,-96.0252631,150.1279812,228.1600316,7,-5.829021851,39.73340195,76.92307686,-360,7.623363164,43.84397134,428.5714265,-160,15.75146997,57.82000482,490.2680996,0,113.2794119,1526.75432,18443.41887,-2008.222329,3566.038215,79700.34375,932246.9777,-407393.8925,0,15
1,270.0934029,2.012,4,0.411035647,38,4.940157361,0.590863525,1.215667648,3.666388425,-0.053134463,-0.231104268,19.8574069,73.3277685,-81.93740775,159.3435061,111.0180166,2,-41.66057576,236.8050576,360,-1060,-33.39995053,271.9637114,580,-1120,127.8548473,340.317053,1542.076522,0,8.327687178,4894.40508,20470.64333,-16792.04343,-450.8526716,126150.2979,434409.2598,-419114.581,0,15
1,46.38154599,1.529,4,0.203399454,27,-8.775782402,0.523715797,2.358371258,5.819537698,-2.776801836,-5.58844476,22.96483366,36.98191972,-78.53981634,170.5536589,9.433981132,1,-2.540500208,14.45169045,42.55319149,-40,-5.610238181,36.39285835,148.9361702,-60,20.49463866,33.49324988,154.8959551,0.576368876,-0.418060035,702.2933619,1647.829309,-2697.919102,-1610.61182,19783.79936,24979.19102,-86914.96823,0.094,15
3,40.10254723,1.7,1,0.971227188,33,20.42128858,0.046215259,0.335563555,1.570796327,-0.555360367,0.250325703,4.977645035,15.70796327,-15.70796327,186.4247831,38.94868419,4,2.791817423,7.2676092,32.25806455,-10.30927837,6.3543531,15.89506592,86.02150547,-10.30927837,8.730870312,16.60306335,91.87100811,0,-16.66276921,306.9591534,831.091257,-1437.420162,-541.3136257,8828.819656,13788.41518,-45370.22839,0,15
3,37.1869126,1.482,0,0.688750293,28,16.20956732,0.03651142,0.388829051,1.570796327,-1.110720735,-1.092428068,10.18812636,31.41592654,-31.41592654,205.8370182,25.61249695,13,5.848295513,8.894891963,27.0270271,-9.090909103,4.736312889,13.05753817,52.63157881,-20,13.24952808,11.04061275,52.63157881,0,41.14164563,275.2102744,858.7257559,-652.6315762,427.592387,9073.140469,22598.04615,-30227.14664,0.05,15
3,87.11280172,1.389,1,0.220511479,27,38.68084719,0.291443644,1.912305184,5.497787144,-4.71238898,-4.40416534,44.5230399,62.83185307,-203.4443936,201.9326741,19.20937271,10,2.431849551,33.04086781,120,-72.1649486,-8.416885938,71.76156876,140,-240,40.71183703,67.37309476,240.8318916,0,40.12278084,1174.930349,3687.817783,-3516.211063,950.6810791,27486.52293,73756.35566,-57870.97809,0.05,15
3,90.72178776,2.153,7,0.854526698,42,-6.298723187,-0.10733502,0.573631484,1.570796327,-1.570796327,-3.984591037,26.29444894,22.73376778,-157.0796327,127.9127633,77.52418977,14,53.47195157,182.0987977,1166.666686,-60.60606079,-7.32897987,46.59685827,181.8181843,-166.6666694,65.63135725,184.0345155,1178.511322,0,4287.521022,29105.05954,184285.0402,-23170.22643,674353.8843,4867230.099,30803657.22,-4149105.332,0.05,15
1,2456.212977,7.02,0,0.57334558,136,-3.970579228,0.231386465,0.537448537,1.570796327,-0.514326144,-0.618282111,12.36265627,84.97482743,-102.8652289,1354.216943,1408.258854,22,160.965458,726.3541113,4723.40425,-1166.666667,8.967662918,679.282203,3820,-2760,320.8522774,954.4205744,5872.307894,0.01712745,734.4471383,28412.55004,239431.7905,-98204.12431,198796.0302,3600978.158,40071965.08,-8920828.474,0.094,15
4,251.307616,0.593,1,0.998807644,13,15.39589983,0.226276722,0.502220435,1.570796327,-0.101746459,-13.64686466,48.05062856,31.41592654,-157.0796327,1336.883191,251.007968,2,13.84615405,48.97228265,166.6666694,-40,387.8053028,360.9627371,920,0,390.0920263,361.7191478,920.2173656,0,6198.406966,24413.71067,82841.04896,-10513.94068,1015677.069,4045544.871,13823508.39,-1499552.547,0.05,15
3,49.75643804,1.014,2,0.140685312,20,-2.129610142,-0.035981604,0.454769127,0.932398814,-1.373400767,-2.330720021,24.03155184,74.59190514,-53.62509329,840,7,6,24.44938299,82.70884625,333.3333389,-40,57.75395493,189.4921569,833.3333333,-80,88.09352168,196.2600141,849.8365856,0,9067.280114,33685.83984,134767.5882,-16596.73171,1493636.618,5643931.304,22529983.13,-3027286.399,0.05,15
