elapsedTime, numEvents, actionType, numCriticalPoints,traveledDistance, endToEndLine, largestDeviation, efficiency, a_beg_time, sum_of_angles,avgv,  sdv,  minv, maxv,avgvx, sdvx, minvx, maxvx,avgvy, sdvy, minvy, maxvy,avga,  sda,  mina, maxa,avg_omega, sd_omega, min_omega, max_omega,avg_jerk, sd_jerk, min_jerk, max_jerk,avg_curvature, sd_curvature, min_curvature, max_curvature,direction,userid
600,33,3,21,   81.11,   54.78,    0.00,    0.68,    0.01,   22.64,    0.32,    0.31,    0.02,    1.60,    0.21,    0.34,    0.01,    1.60,    0.13,    0.15,    0.01,    0.50,    0.01,    0.06,   -0.13,   -0.13,   -0.01,    0.06,   -0.16,    0.26,   -0.08,    0.10,   -0.38,    0.05,    0.04,    0.20,   -0.29,    0.56,    0.00,1
6312,521,3,287,10929.11, 1390.55,    0.00,    0.13,    0.00,  359.02,    5.47,   47.02,    0.00,  627.00,    0.49,    1.05,    0.01,    7.86,    5.09,   47.05,    0.00,  627.00,    3.13,   44.74,  -76.65,  -76.65,    0.00,    0.09,   -0.39,    0.79,    3.44,   44.29,  -11.09,  625.96,    0.06,    0.46,   -1.57,    1.57,    7.00,1
9226,266,3,177, 4102.52,  777.27,  285.79,    0.19,    0.00,  235.84,    2.66,   23.24,    0.00,  377.00,    0.49,    0.80,    0.00,    4.71,    2.37,   23.25,    0.00,  377.00,    1.33,   23.22,  -24.99,  -24.99,    0.00,    0.11,   -0.39,    1.57,    1.31,   23.07,   -1.79,  375.43,    0.03,    0.29,   -1.57,    1.57,    2.00,1
336,15,3,8,  294.72,  293.98,    1.12,    1.00,    0.07,    0.76,    2.70,    1.95,    0.13,    5.71,    2.69,    1.94,    0.13,    5.71,    0.23,    0.33,    0.11,    1.17,   -0.00,    0.18,   -0.17,   -0.17,   -0.00,    0.01,   -0.02,    0.03,   -0.01,    0.03,   -0.04,    0.08,    0.00,    0.00,   -0.01,    0.01,    0.00,1
1840,126,4,80,  644.24,  409.98,   52.52,    0.64,    0.02,   64.88,    0.65,    1.06,    0.01,    5.24,    0.58,    1.04,    0.02,    5.00,    0.18,    0.31,    0.01,    1.57,    0.00,    0.08,   -0.24,   -0.24,    0.00,    0.06,   -0.31,    0.20,   -0.05,    0.07,   -0.23,    0.06,    0.08,    0.51,   -1.57,    1.57,    3.00,1
2530,104,3,58,  863.48,  784.87,   64.66,    0.91,    0.00,   61.86,    1.06,    1.98,    0.01,    8.89,    0.96,    2.01,    0.01,    8.88,    0.21,    0.23,    0.00,    1.00,    0.01,    0.09,   -0.28,   -0.28,    0.00,    0.08,   -0.25,    0.39,   -0.07,    0.09,   -0.48,    0.06,    0.06,    0.54,   -1.57,    1.57,    4.00,1
944,75,3,47,  252.49,  206.90,   18.41,    0.82,    0.01,   84.66,    0.43,    0.41,    0.01,    1.58,    0.12,    0.15,    0.01,    0.75,    0.40,    0.39,    0.02,    1.50,    0.00,    0.04,   -0.07,   -0.07,    0.01,    0.07,   -0.22,    0.22,   -0.14,    0.08,   -0.44,    0.02,    0.01,    0.55,   -1.57,    1.57,    1.00,1
1344,90,3,47,  817.39,  461.61,   40.49,    0.56,    0.02,   48.88,    1.19,    1.89,    0.01,    9.71,    1.07,    1.79,    0.06,    8.00,    0.39,    0.70,    0.01,    5.50,    0.01,    0.17,   -0.44,   -0.44,   -0.00,    0.08,   -0.26,    0.39,   -0.06,    0.07,   -0.27,    0.17,    0.10,    0.56,   -1.57,    1.57,    7.00,1
1144,84,3,40,  463.91,  291.36,  144.01,    0.63,    0.01,   66.02,    0.71,    0.78,    0.04,    3.21,    0.45,    0.69,    0.06,    3.13,    0.40,    0.51,    0.04,    2.86,    0.00,    0.05,   -0.19,   -0.19,    0.01,    0.08,   -0.22,    0.39,   -0.09,    0.08,   -0.30,    0.02,    0.09,    0.37,   -0.79,    1.57,    3.00,1
351,23,3,16,   46.40,   46.04,    1.00,    0.99,    0.06,    0.79,    0.28,    0.17,    0.08,    0.67,    0.28,    0.17,    0.08,    0.67,    0.01,    0.03,    0.08,    0.13,    0.00,    0.03,   -0.04,   -0.04,   -0.00,    0.02,   -0.05,    0.04,   -0.00,    0.02,   -0.06,    0.04,   -0.00,    0.07,   -0.16,    0.21,    3.00,1
992,37,3,25,  114.41,  114.00,    0.96,    1.00,    0.01,    0.79,    0.40,    0.60,    0.00,    3.00,    0.40,    0.60,    0.00,    3.00,    0.00,    0.00,    0.03,    0.03,    0.00,    0.06,   -0.17,   -0.17,   -0.00,    0.01,   -0.03,    0.02,   -0.00,    0.02,   -0.10,    0.05,   -0.01,    0.18,   -0.79,    0.56,    4.00,1
3437,78,3,40,  311.98,  158.46,   10.05,    0.51,    0.00,   64.06,    0.51,    0.67,    0.00,    3.05,    0.36,    0.63,    0.00,    3.00,    0.27,    0.33,    0.00,    1.43,    0.00,    0.05,   -0.21,   -0.21,   -0.00,    0.09,   -0.22,    0.22,   -0.10,    0.08,   -0.30,    0.04,    0.18,    0.48,   -0.56,    1.57,    0.00,1
1091,79,3,42,  103.34,   92.09,    8.60,    0.89,    0.04,   64.20,    0.16,    0.11,    0.04,    0.46,    0.08,    0.08,    0.04,    0.25,    0.11,    0.10,    0.04,    0.44,    0.00,    0.02,   -0.09,   -0.09,   -0.01,    0.10,   -0.39,    0.22,   -0.10,    0.08,   -0.29,    0.01,    0.09,    0.70,   -1.57,    1.57,    2.00,1
1008,96,3,45,  588.38,  506.19,    1.22,    0.86,    0.02,   57.09,    0.80,    0.95,    0.01,    3.73,    0.68,    0.91,    0.05,    3.67,    0.32,    0.38,    0.01,    1.57,    0.01,    0.10,   -0.25,   -0.25,    0.00,    0.08,   -0.20,    0.20,   -0.07,    0.07,   -0.26,    0.15,    0.09,    0.45,   -1.57,    1.57,    0.00,1
1161,94,4,64, 1167.05, 1103.04,  125.11,    0.95,    0.02,   37.70,    1.71,    2.61,    0.01,   13.11,    1.42,    2.10,    0.01,   10.75,    0.84,    1.62,    0.01,    7.50,    0.07,    0.48,   -0.80,   -0.80,   -0.01,    0.07,   -0.52,    0.17,    0.02,    0.42,   -0.24,    3.89,    0.04,    0.43,   -1.57,    1.57,    3.00,1
1688,146,4,71, 1523.96,  918.58,  257.27,    0.60,    0.02,   68.83,    1.35,    1.76,    0.02,    9.77,    0.98,    1.10,    0.02,    4.75,    0.75,    1.47,    0.04,    9.00,    0.01,    0.14,   -0.50,   -0.50,    0.00,    0.05,   -0.22,    0.18,   -0.06,    0.06,   -0.22,    0.01,    0.03,    0.30,   -1.57,    1.57,    3.00,1
8628,618,3,348, 4635.58,  932.16,  688.48,    0.20,    0.00,  567.31,    0.95,    1.28,    0.00,   10.66,    0.41,    0.70,    0.00,    5.71,    0.78,    1.13,    0.01,    9.00,    0.00,    0.09,   -0.60,   -0.60,    0.00,    0.06,   -0.26,    0.31,   -0.11,    0.07,   -0.40,    0.11,    0.03,    0.39,   -1.57,    1.57,    7.00,1
1655,100,3,43,  241.09,  215.72,   38.58,    0.89,    0.02,   87.82,    0.30,    0.34,    0.02,    2.14,    0.13,    0.21,    0.01,    1.00,    0.24,    0.30,    0.01,    2.14,    0.00,    0.05,   -0.16,   -0.16,    0.00,    0.10,   -0.31,    0.37,   -0.11,    0.08,   -0.32,    0.00,    0.09,    0.58,   -1.57,    1.57,    5.00,1
1440,122,3,77,  459.55,  367.52,  112.27,    0.80,    0.04,  132.91,    0.48,    0.48,    0.02,    2.16,    0.19,    0.41,    0.02,    2.14,    0.36,    0.37,    0.02,    1.67,    0.00,    0.05,   -0.10,   -0.10,    0.00,    0.07,   -0.20,    0.26,   -0.13,    0.08,   -0.31,    0.03,    0.08,    0.39,   -0.79,    1.57,    5.00,1
176,19,1,11,  299.24,  298.65,    0.05,    1.00,    0.09,    4.41,    2.12,    1.70,    0.06,    5.19,    2.02,    1.64,    0.06,    5.00,    0.61,    0.49,    0.13,    1.38,    0.00,    0.14,   -0.27,   -0.27,   -0.00,    0.02,   -0.06,    0.04,   -0.03,    0.02,   -0.06,    0.02,   -0.01,    0.06,   -0.23,    0.09,    0.00,1
2608,203,3,119, 1893.03,  288.18,  332.45,    0.15,    0.00,  182.64,    2.19,    8.99,    0.00,  112.54,    0.94,    3.33,    0.04,   43.00,    1.86,    8.38,    0.00,  104.00,   -0.16,    7.37,  -80.23,  -80.23,   -0.00,    0.08,   -0.39,    0.39,   -0.62,    7.46,  -81.70,   65.32,    0.03,    0.36,   -1.57,    1.57,    4.00,1
616,20,3,11,  117.17,  111.73,    0.00,    0.95,    0.05,   11.48,    0.76,    0.72,    0.01,    2.88,    0.52,    0.48,    0.01,    1.63,    0.51,    0.58,    0.01,    2.38,    0.00,    0.07,   -0.16,   -0.16,   -0.02,    0.08,   -0.10,    0.31,   -0.08,    0.06,   -0.17,    0.00,    0.02,    0.27,   -0.39,    0.79,    0.00,1
1640,112,4,61, 3308.07,  101.91,  314.68,    0.03,    0.00,   51.51,    7.41,   48.58,    0.01,  493.00,    0.21,    0.31,    0.01,    1.60,    7.28,   48.59,    0.01,  493.00,    3.97,   47.15,  -60.24,  -60.24,    0.00,    0.13,   -0.20,    1.06,    4.36,   46.67,   -8.68,  491.51,    0.04,    0.44,   -1.57,    1.57,    5.00,1
472,18,3,8,   10.41,   10.05,    0.80,    0.97,    0.05,    0.79,    0.06,    0.06,    0.03,    0.14,    0.05,    0.06,    0.03,    0.14,    0.00,    0.02,    0.07,    0.07,    0.00,    0.01,   -0.01,   -0.01,   -0.00,    0.03,   -0.09,    0.06,   -0.01,    0.03,   -0.11,    0.00,   -0.02,    0.30,   -0.79,    0.56,    3.00,1
2041,127,3,86, 1345.76,  539.08,  447.59,    0.40,    0.01,  101.90,    1.43,    1.51,    0.00,    9.77,    0.78,    0.91,    0.01,    6.60,    1.10,    1.29,    0.00,    7.20,    0.02,    0.17,   -0.84,   -0.84,    0.00,    0.03,   -0.08,    0.20,   -0.10,    0.08,   -0.32,    0.04,    0.00,    0.24,   -1.57,    1.57,    1.00,1
1271,54,4,22,  687.96,  435.56,    0.00,    0.63,    0.29,   37.91,    1.67,    2.32,    0.01,   10.11,    0.80,    0.88,    0.02,    3.20,    1.40,    2.19,    0.01,    9.83,    0.02,    0.19,   -0.35,   -0.35,   -0.01,    0.05,   -0.22,    0.07,   -0.08,    0.06,   -0.20,    0.06,    0.04,    0.35,   -1.57,    1.57,    5.00,1
7040,435,3,277, 2746.58,  942.76,  107.12,    0.34,    0.00,  347.11,    1.01,    3.55,    0.00,   59.00,    0.37,    0.79,    0.00,    5.57,    0.76,    3.50,    0.00,   59.00,    0.22,    3.37,   -8.25,   -8.25,    0.00,    0.11,   -0.52,    1.57,    0.12,    3.22,   -1.64,   57.34,    0.04,    0.41,   -1.57,    1.57,    4.00,1
1134,108,3,56,  518.31,  302.17,  111.67,    0.58,    0.01,   53.54,    0.64,    0.55,    0.03,    2.58,    0.49,    0.48,    0.02,    2.50,    0.35,    0.36,    0.02,    1.29,    0.01,    0.07,   -0.20,   -0.20,    0.00,    0.05,   -0.11,    0.15,   -0.07,    0.07,   -0.50,    0.01,    0.00,    0.18,   -0.79,    0.56,    0.00,1
3796,73,3,35,  179.19,   98.29,    1.63,    0.55,    0.00,   60.48,    0.35,    0.50,    0.02,    2.97,    0.22,    0.42,    0.07,    2.80,    0.23,    0.32,    0.02,    2.00,    0.02,    0.15,   -0.20,   -0.20,   -0.00,    0.15,   -0.79,    0.39,   -0.10,    0.12,   -0.69,    0.20,    0.18,    0.73,   -1.57,    1.57,    3.00,1
1790,110,3,71,  810.85,  662.46,   58.19,    0.82,    0.00,   59.72,    0.97,    1.92,    0.03,    8.70,    0.87,    1.91,    0.03,    8.57,    0.22,    0.38,    0.03,    2.29,    0.01,    0.14,   -0.46,   -0.46,    0.00,    0.07,   -0.20,    0.31,   -0.07,    0.10,   -0.52,    0.11,    0.06,    0.26,   -0.56,    1.57,    7.00,1
1400,90,3,47,  468.96,  228.55,   11.73,    0.49,    0.04,   85.99,    0.67,    1.15,    0.01,    6.16,    0.31,    0.59,    0.01,    3.60,    0.57,    1.01,    0.01,    5.00,    0.01,    0.10,   -0.32,   -0.32,   -0.00,    0.08,   -0.26,    0.26,   -0.11,    0.08,   -0.39,    0.01,    0.10,    0.45,   -1.11,    1.57,    1.00,1
3384,213,3,126, 1440.73,  199.72,  114.39,    0.14,    0.00,  181.71,    1.56,    5.93,    0.00,   44.00,    0.25,    0.46,    0.00,    4.00,    1.41,    5.95,    0.01,   44.00,    0.79,    5.70,   -2.40,   -2.40,    0.01,    0.17,   -0.31,    1.57,    0.69,    5.49,   -0.32,   42.45,    0.05,    0.52,   -1.57,    1.57,    2.00,1
2801,174,4,97,  611.75,  398.56,  150.24,    0.65,    0.02,  162.86,    0.43,    0.83,    0.01,    7.03,    0.29,    0.80,    0.01,    6.50,    0.22,    0.33,    0.01,    2.67,    0.00,    0.06,   -0.41,   -0.41,   -0.00,    0.09,   -0.39,    0.31,   -0.10,    0.09,   -0.40,    0.03,    0.15,    0.53,   -1.57,    1.57,    5.00,1
1002,77,3,44,  597.70,  564.00,   38.49,    0.94,    0.01,   23.13,    1.01,    1.41,    0.01,    7.09,    0.97,    1.40,    0.01,    6.71,    0.16,    0.32,    0.09,    2.29,    0.00,    0.08,   -0.18,   -0.18,    0.00,    0.06,   -0.20,    0.20,   -0.03,    0.05,   -0.22,    0.09,    0.04,    0.31,   -0.79,    1.57,    7.00,1
1561,125,3,68,  225.48,   67.42,   42.72,    0.30,    0.01,  151.33,    0.22,    0.25,    0.01,    1.58,    0.03,    0.08,    0.05,    0.50,    0.22,    0.25,    0.01,    1.50,    0.00,    0.03,   -0.09,   -0.09,   -0.00,    0.12,   -0.39,    0.39,   -0.15,    0.09,   -0.40,    0.01,    0.28,    0.61,   -1.57,    1.57,    2.00,1
1591,46,3,19,  376.92,  292.04,    1.13,    0.77,    0.03,   30.67,    1.03,    1.40,    0.01,    6.40,    0.78,    1.27,    0.01,    6.00,    0.59,    0.67,    0.00,    2.25,    0.01,    0.14,   -0.25,   -0.25,    0.00,    0.05,   -0.14,    0.22,   -0.08,    0.06,   -0.25,    0.00,    0.02,    0.21,   -0.56,    0.56,    0.00,1
14119,292,3,174,14259.79,  660.89,  828.11,    0.05,    0.01,  218.78,   11.66,   78.66,    0.00,  684.00,    0.33,    1.07,    0.00,    6.86,   11.41,   78.69,    0.00,  684.00,    8.72,   78.63,  -51.18,  -51.18,    0.02,    0.18,   -0.25,    1.57,    9.14,   78.30,   -4.33,  683.88,    0.01,    0.50,   -1.57,    1.57,    4.00,1
1877,56,3,32,  810.16,  169.81,    0.85,    0.21,    0.02,   49.06,    1.86,    1.76,    0.00,    6.87,    1.14,    1.20,    0.07,    4.86,    1.44,    1.31,    0.00,    4.88,    0.04,    0.31,   -0.29,   -0.29,   -0.04,    0.22,   -1.57,    0.12,   -0.08,    0.20,   -0.23,    1.36,    0.05,    0.40,   -1.57,    1.57,    7.00,2
752,47,3,18,  126.37,  119.28,   12.27,    0.94,    0.01,   42.39,    0.34,    0.35,    0.04,    1.35,    0.18,    0.25,    0.06,    0.88,    0.26,    0.27,    0.04,    1.13,   -0.00,    0.02,   -0.05,   -0.05,   -0.00,    0.08,   -0.20,    0.20,   -0.10,    0.07,   -0.23,    0.00,    0.16,    0.43,   -0.56,    1.57,    5.00,2
1056,46,3,26,  237.60,  234.01,    0.03,    0.98,    0.01,   57.06,    0.65,    0.67,    0.01,    2.00,    0.04,    0.08,    0.01,    0.29,    0.64,    0.68,    0.01,    2.00,   -0.00,    0.02,   -0.05,   -0.05,   -0.00,    0.07,   -0.22,    0.20,   -0.14,    0.08,   -0.23,    0.00,    0.14,    0.58,   -1.57,    1.57,    2.00,2
7704,235,3,102, 7788.50,  170.29,    0.00,    0.02,    0.00,   84.86,    8.01,   47.71,    0.00,  369.00,    0.58,    1.10,    0.00,    5.00,    7.51,   47.77,    0.01,  369.00,    5.28,   45.03,  -52.43,  -52.43,    0.00,    0.12,   -0.22,    1.57,    5.76,   44.45,   -7.71,  367.36,    0.03,    0.43,   -1.57,    1.57,    7.00,2
1088,69,3,42,  392.26,  238.05,   98.40,    0.61,    0.02,   55.37,    0.72,    0.68,    0.01,    2.68,    0.44,    0.63,    0.11,    2.43,    0.44,    0.45,    0.01,    1.71,    0.00,    0.04,   -0.07,   -0.07,   -0.00,    0.07,   -0.22,    0.20,   -0.10,    0.08,   -0.35,    0.01,    0.09,    0.50,   -1.57,    1.57,    4.00,2
1312,56,3,25,  294.19,  241.40,    2.31,    0.82,    0.01,   60.26,    0.67,    0.89,    0.02,    3.14,    0.06,    0.13,    0.11,    0.75,    0.66,    0.89,    0.02,    3.14,   -0.00,    0.04,   -0.10,   -0.10,    0.01,    0.09,   -0.22,    0.22,   -0.12,    0.09,   -0.23,    0.00,    0.29,    0.60,   -0.56,    1.57,    1.00,2
1472,46,3,25,  935.37,  891.77,   64.08,    0.95,    0.01,   31.42,    2.56,    2.86,    0.01,    8.49,    1.71,    1.90,    0.01,    5.86,    1.85,    2.18,    0.01,    6.86,    0.01,    0.12,   -0.29,   -0.29,   -0.00,    0.04,   -0.20,    0.10,   -0.08,    0.05,   -0.20,    0.01,    0.07,    0.27,   -0.19,    1.57,    2.00,2
8463,250,3,133, 2496.83, 1123.06,    4.62,    0.45,    0.00,  186.84,    1.80,   10.33,    0.00,  161.22,    1.28,    7.35,    0.01,  114.00,    1.07,    7.29,    0.00,  114.00,    0.50,   10.40,  -36.26,  -36.26,    0.00,    0.07,   -0.20,    0.22,    0.52,   10.10,   -9.31,  158.96,    0.09,    0.52,   -1.57,    1.57,    5.00,2
4096,143,3,91, 1223.25, 1181.63,    0.00,    0.97,    0.00,   43.74,    1.08,    1.04,    0.00,    4.29,    1.04,    1.05,    0.00,    4.29,    0.16,    0.20,    0.00,    1.00,    0.00,    0.04,   -0.13,   -0.13,   -0.00,    0.05,   -0.22,    0.20,   -0.04,    0.05,   -0.23,    0.02,    0.03,    0.37,   -1.57,    1.57,    0.00,2
664,40,3,16,  122.89,  119.89,    5.00,    0.98,    0.02,   35.60,    0.38,    0.44,    0.01,    1.25,    0.20,    0.26,    0.06,    0.75,    0.31,    0.36,    0.01,    1.00,   -0.00,    0.02,   -0.05,   -0.05,   -0.00,    0.07,   -0.20,    0.22,   -0.10,    0.07,   -0.23,    0.01,    0.15,    0.54,   -1.57,    1.57,    5.00,2
3776,177,3,118, 2113.95,  787.37,  243.15,    0.37,    0.01,   64.40,    1.53,    1.94,    0.00,   14.80,    1.42,    1.79,    0.00,   11.75,    0.37,    0.86,    0.00,    9.00,    0.01,    0.28,   -1.39,   -1.39,   -0.00,    0.06,   -0.22,    0.20,   -0.04,    0.08,   -0.26,    0.63,    0.06,    0.45,   -1.57,    1.57,    4.00,2
585,15,3,6,   24.50,   24.04,    0.87,    0.98,    0.01,   14.36,    0.21,    0.16,    0.04,    0.52,    0.06,    0.06,    0.11,    0.14,    0.20,    0.16,    0.04,    0.50,   -0.00,    0.01,   -0.02,   -0.02,   -0.01,    0.08,   -0.20,    0.17,   -0.12,    0.07,   -0.20,   -0.00,    0.19,    0.50,   -0.56,    1.57,    1.00,2
9064,162,3,97, 1405.11, 1001.87,  319.52,    0.71,    0.01,  105.16,    1.08,    1.48,    0.00,    6.01,    0.59,    0.79,    0.04,    3.50,    0.80,    1.32,    0.00,    5.63,    0.00,    0.05,   -0.16,   -0.16,   -0.00,    0.06,   -0.22,    0.20,   -0.08,    0.07,   -0.20,    0.02,    0.07,    0.54,   -1.57,    1.57,    2.00,2
1040,57,3,26,  318.06,  225.61,   14.17,    0.71,    0.01,   24.37,    0.65,    0.95,    0.06,    4.35,    0.56,    0.85,    0.06,    3.67,    0.28,    0.46,    0.06,    2.33,    0.00,    0.06,   -0.22,   -0.22,    0.00,    0.07,   -0.20,    0.20,   -0.05,    0.05,   -0.20,    0.01,    0.02,    0.48,   -1.57,    1.57,    3.00,2
4160,88,3,50, 1410.09, 1387.83,    0.00,    0.98,    0.80,   68.68,    2.00,    2.56,    0.11,    8.13,    1.66,    2.25,    0.11,    7.00,    1.06,    1.27,    0.11,    4.38,    0.00,    0.08,   -0.14,   -0.14,    0.00,    0.05,   -0.22,    0.20,   -0.10,    0.06,   -0.22,    0.01,    0.01,    0.37,   -1.57,    1.57,    3.00,2
2056,102,3,57, 1675.92, 1198.86,   17.63,    0.72,    0.00,   67.37,    2.08,    2.69,    0.00,    9.77,    1.71,    2.22,    0.00,    7.75,    1.12,    1.56,    0.11,    6.13,    0.01,    0.14,   -0.25,   -0.25,   -0.00,    0.06,   -0.22,    0.20,   -0.08,    0.06,   -0.20,    0.09,    0.04,    0.37,   -1.57,    1.57,    6.00,2
1320,69,3,36,  252.35,  234.31,    1.54,    0.93,    0.01,   81.56,    0.46,    0.58,    0.01,    1.86,    0.02,    0.06,    0.10,    0.38,    0.45,    0.58,    0.01,    1.86,   -0.00,    0.02,   -0.06,   -0.06,    0.00,    0.09,   -0.20,    0.22,   -0.14,    0.08,   -0.22,    0.01,    0.31,    0.68,   -1.57,    1.57,    1.00,2
760,37,3,15,  248.49,  229.42,   10.90,    0.92,    0.02,   33.01,    0.83,    1.02,    0.06,    3.26,    0.36,    0.51,    0.13,    1.75,    0.73,    0.89,    0.06,    2.75,   -0.00,    0.05,   -0.11,   -0.11,   -0.00,    0.09,   -0.20,    0.20,   -0.11,    0.07,   -0.20,    0.01,    0.15,    0.62,   -1.57,    1.57,    6.00,2
1233,25,3,12,   84.80,   83.52,    2.01,    0.98,    0.01,    5.48,    0.42,    0.36,    0.01,    1.07,    0.40,    0.35,    0.11,    1.00,    0.11,    0.12,    0.01,    0.38,    0.00,    0.02,   -0.04,   -0.04,    0.00,    0.01,   -0.04,    0.04,   -0.02,    0.02,   -0.06,    0.00,    0.07,    0.36,   -0.32,    1.57,    4.00,2
488,20,3,2,   11.41,    9.49,    0.95,    0.83,    0.02,   11.78,    0.07,    0.08,    0.03,    0.25,    0.01,    0.04,    0.03,    0.13,    0.06,    0.07,    0.13,    0.25,    0.00,    0.01,   -0.03,   -0.03,    0.00,    0.15,   -0.20,    0.20,   -0.07,    0.08,   -0.20,    0.00,    0.88,    1.00,   -1.57,    1.57,    6.00,2
